port,requests_per_second,unique_payloads,port_commonality,is_scanning,is_exploit,is_bruteforce,time_of_day,day_of_week,attack_type,threat_level
837,10.63,0,0.3,1,0,0,21,4,Port Scan,6.0
3306,0.39,4,1.0,0,0,0,21,4,MySQL Attack,3.0
944,5.61,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
3306,0.05,4,1.0,0,0,0,21,4,MySQL Attack,3.0
3306,0.03,4,1.0,0,0,0,21,4,MySQL Attack,3.0
80,1.43,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8443,0.03,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
22,0.83,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
6379,0.1,4,1.0,0,0,0,21,4,Redis Attack,3.0
23,0.16,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
5432,0.05,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
53,869.4,2,0.3,0,0,0,21,4,DNS Amplification,3.0
53,12363.0,2,0.3,0,0,0,21,4,DNS Amplification,3.0
23,0.01,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
443,0.31,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
21,0.04,4,1.0,0,0,0,21,4,FTP Attack,4.0
445,0.36,5,0.3,0,1,0,21,4,SMB Exploit,10.0
5432,0.18,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
23,0.04,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
139,0.3,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.42,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
27017,0.19,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
23,0.01,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
445,0.5,5,0.3,0,1,0,21,4,SMB Exploit,10.0
23,0.08,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
3306,0.38,4,1.0,0,0,0,21,4,MySQL Attack,3.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,10.0
80,0.3,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.04,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.08,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
723,105.41,0,0.3,1,0,0,21,4,Port Scan,6.0
27017,0.37,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
22,0.16,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
445,0.03,5,0.3,0,1,0,21,4,SMB Exploit,10.0
308,14.69,0,0.3,1,0,0,21,4,Port Scan,6.0
3306,0.38,4,1.0,0,0,0,21,4,MySQL Attack,3.0
139,1.37,5,0.3,0,1,0,21,4,SMB Exploit,10.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
443,0.66,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
953,16.67,0,0.3,1,0,0,21,4,Port Scan,9.0
6379,0.59,4,1.0,0,0,0,21,4,Redis Attack,3.0
23,0.06,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
3389,0.05,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
586,2.75,0,0.3,1,0,0,21,4,Port Scan,6.0
80,1.87,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
3306,0.13,4,1.0,0,0,0,21,4,MySQL Attack,3.0
80,4.42,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
445,0.29,5,0.3,0,1,0,21,4,SMB Exploit,10.0
445,0.61,5,0.3,0,1,0,21,4,SMB Exploit,10.0
27017,1.1,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
53,222.62,2,0.3,0,0,0,21,4,DNS Amplification,3.0
21,0.08,4,1.0,0,0,0,21,4,FTP Attack,4.0
22,0.06,8,1.0,0,0,1,21,4,SSH Brute Force,10.0
8080,0.17,5,0.3,0,1,0,21,4,IoT Exploit,9.0
443,0.35,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
23,0.4,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
8554,0.08,5,0.3,0,1,0,21,4,IoT Exploit,9.0
22,0.13,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
445,0.63,5,0.3,0,1,0,21,4,SMB Exploit,10.0
836,134.87,0,0.3,1,0,0,21,4,Port Scan,6.0
3306,0.6,4,1.0,0,0,0,21,4,MySQL Attack,3.0
139,0.32,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.31,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
27017,0.5,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
3306,0.51,4,1.0,0,0,0,21,4,MySQL Attack,3.0
27017,0.09,3,0.3,0,0,0,21,4,MongoDB Attack,6.0
443,0.19,6,1.0,0,0,0,21,4,HTTP Web Scan,9.0
8080,0.45,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
5432,0.02,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
280,16.28,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.09,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
445,2.29,5,0.3,0,1,0,21,4,SMB Exploit,10.0
8080,0.07,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
3389,0.08,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
6379,0.34,4,1.0,0,0,0,21,4,Redis Attack,3.0
5432,0.42,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
330,7.35,0,0.3,1,0,0,21,4,Port Scan,6.0
21,0.3,4,1.0,0,0,0,21,4,FTP Attack,4.0
139,0.06,5,0.3,0,1,0,21,4,SMB Exploit,10.0
859,16.99,0,0.3,1,0,0,21,4,Port Scan,6.0
8080,0.07,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
53,167.4,2,0.3,0,0,0,21,4,DNS Amplification,3.0
5432,0.7,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
8554,0.98,5,0.3,0,1,0,21,4,IoT Exploit,9.0
445,0.25,5,0.3,0,1,0,21,4,SMB Exploit,10.0
5432,0.2,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
6379,2.1,4,1.0,0,0,0,21,4,Redis Attack,3.0
21,0.14,4,1.0,0,0,0,21,4,FTP Attack,4.0
21,0.77,4,1.0,0,0,0,21,4,FTP Attack,4.0
23,0.24,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
443,16.8,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
6379,3.04,4,1.0,0,0,0,21,4,Redis Attack,3.0
21,0.43,4,1.0,0,0,0,21,4,FTP Attack,4.0
53,2261.05,2,0.3,0,0,0,21,4,DNS Amplification,3.0
23,0.06,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.23,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
80,0.13,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.52,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.33,5,0.3,0,1,0,21,4,IoT Exploit,9.0
230,3.19,0,0.3,1,0,0,21,4,Port Scan,6.0
139,0.78,5,0.3,0,1,0,21,4,SMB Exploit,10.0
53,1563.84,2,0.3,0,0,0,21,4,DNS Amplification,3.0
27017,0.79,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
21,0.15,4,1.0,0,0,0,21,4,FTP Attack,4.0
3389,0.11,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
943,20.46,0,0.3,1,0,0,21,4,Port Scan,6.0
8080,0.39,5,0.3,0,1,0,21,4,IoT Exploit,9.0
53,388.78,2,0.3,0,0,0,21,4,DNS Amplification,3.0
3389,0.06,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
27017,0.66,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
3389,0.04,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
8554,0.1,5,0.3,0,1,0,21,4,IoT Exploit,9.0
895,7.07,0,0.3,1,0,0,21,4,Port Scan,6.0
139,0.39,5,0.3,0,1,0,21,4,SMB Exploit,10.0
6379,0.77,4,1.0,0,0,0,21,4,Redis Attack,3.0
139,0.2,5,0.3,0,1,0,21,4,SMB Exploit,10.0
829,5.65,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
443,0.31,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
23,0.06,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
5432,0.03,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
5432,0.54,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
445,1.43,5,0.3,0,1,0,21,4,SMB Exploit,10.0
21,0.03,4,1.0,0,0,0,21,4,FTP Attack,4.0
8443,0.28,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
5432,0.11,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
21,0.16,4,1.0,0,0,0,21,4,FTP Attack,4.0
445,0.16,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.06,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
21,0.04,4,1.0,0,0,0,21,4,FTP Attack,4.0
445,0.1,5,0.3,0,1,0,21,4,SMB Exploit,10.0
8443,1.72,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
3389,0.26,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
443,2.13,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
139,0.27,5,0.3,0,1,0,21,4,SMB Exploit,10.0
34,2.76,0,0.3,1,0,0,21,4,Port Scan,6.0
8443,0.1,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
351,19.66,0,0.3,1,0,0,21,4,Port Scan,6.0
6379,0.21,4,1.0,0,0,0,21,4,Redis Attack,3.0
8554,0.12,5,0.3,0,1,0,21,4,IoT Exploit,9.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
5432,0.37,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
9000,0.09,5,0.3,0,1,0,21,4,IoT Exploit,9.0
25,13.18,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.05,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
22,0.02,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
5432,0.96,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
8080,0.22,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
6379,0.56,4,1.0,0,0,0,21,4,Redis Attack,6.0
27017,0.1,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
22,1.75,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.12,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
23,0.05,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
554,3.45,5,0.3,0,1,0,21,4,IoT Exploit,9.0
80,1.74,6,1.0,0,0,0,21,4,HTTP Web Scan,9.0
9000,0.1,5,0.3,0,1,0,21,4,IoT Exploit,9.0
5432,0.19,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
27017,0.04,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
23,0.04,4,1.0,0,0,1,21,4,Telnet Brute Force,10.0
3306,0.96,4,1.0,0,0,0,21,4,MySQL Attack,3.0
905,10.48,0,0.3,1,0,0,21,4,Port Scan,6.0
21,0.04,4,1.0,0,0,0,21,4,FTP Attack,4.0
6379,0.56,4,1.0,0,0,0,21,4,Redis Attack,3.0
80,0.18,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
3306,1.27,4,1.0,0,0,0,21,4,MySQL Attack,3.0
23,0.13,4,1.0,0,0,1,21,4,Telnet Brute Force,10.0
53,2954.09,2,0.3,0,0,0,21,4,DNS Amplification,3.0
22,0.16,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
443,0.42,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
21,0.22,4,1.0,0,0,0,21,4,FTP Attack,4.0
522,4.71,0,0.3,1,0,0,21,4,Port Scan,6.0
6379,0.92,4,1.0,0,0,0,21,4,Redis Attack,3.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
23,0.09,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
3306,0.08,4,1.0,0,0,0,21,4,MySQL Attack,3.0
23,0.03,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.11,8,1.0,0,0,1,21,4,SSH Brute Force,10.0
3306,0.04,4,1.0,0,0,0,21,4,MySQL Attack,6.0
22,0.01,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3389,0.02,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
5432,0.16,3,1.0,0,0,0,21,4,PostgreSQL Attack,6.0
22,0.26,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
21,0.02,4,1.0,0,0,0,21,4,FTP Attack,4.0
8443,0.26,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
53,2280.0,2,0.3,0,0,0,21,4,DNS Amplification,3.0
3389,0.0,3,1.0,0,0,1,21,4,RDP Brute Force,10.0
914,18.94,0,0.3,1,0,0,21,4,Port Scan,6.0
23,0.65,4,1.0,0,0,1,21,4,Telnet Brute Force,10.0
21,0.07,4,1.0,0,0,0,21,4,FTP Attack,4.0
445,0.08,5,0.3,0,1,0,21,4,SMB Exploit,10.0
23,0.03,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.47,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
443,0.48,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
139,0.03,5,0.3,0,1,0,21,4,SMB Exploit,10.0
80,1.43,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.09,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
750,25.85,0,0.3,1,0,0,21,4,Port Scan,6.0
21,0.02,4,1.0,0,0,0,21,4,FTP Attack,4.0
3389,0.08,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
27017,0.55,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
9000,0.44,5,0.3,0,1,0,21,4,IoT Exploit,9.0
3389,0.04,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
80,1.44,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8443,0.74,6,0.3,0,0,0,21,4,HTTP Web Scan,9.0
23,0.06,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.1,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
8443,0.1,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
580,11.6,0,0.3,1,0,0,21,4,Port Scan,6.0
475,17.83,0,0.3,1,0,0,21,4,Port Scan,6.0
8080,0.41,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
767,3.14,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.09,3,1.0,0,0,1,21,4,RDP Brute Force,10.0
445,2.04,5,0.3,0,1,0,21,4,SMB Exploit,10.0
21,0.21,4,1.0,0,0,0,21,4,FTP Attack,4.0
22,0.15,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
443,1.12,6,1.0,0,0,0,21,4,HTTP Web Scan,9.0
27017,0.57,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
3306,0.45,4,1.0,0,0,0,21,4,MySQL Attack,3.0
3389,0.04,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
139,0.39,5,0.3,0,1,0,21,4,SMB Exploit,10.0
21,0.45,4,1.0,0,0,0,21,4,FTP Attack,4.0
229,217.41,0,0.3,1,0,0,21,4,Port Scan,6.0
23,0.03,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
5432,0.33,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
139,0.26,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.03,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.45,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
5432,0.1,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
22,0.3,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
443,0.62,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
21,0.05,4,1.0,0,0,0,21,4,FTP Attack,4.0
22,0.9,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.21,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
139,0.72,5,0.3,0,1,0,21,4,SMB Exploit,10.0
8443,0.23,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
27017,1.19,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
445,0.17,5,0.3,0,1,0,21,4,SMB Exploit,10.0
3306,0.14,4,1.0,0,0,0,21,4,MySQL Attack,3.0
21,0.81,4,1.0,0,0,0,21,4,FTP Attack,4.0
814,31.65,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
80,1.44,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
227,27.14,0,0.3,1,0,0,21,4,Port Scan,6.0
8080,0.09,6,0.3,0,0,0,21,4,HTTP Web Scan,9.0
445,1.39,5,0.3,0,1,0,21,4,SMB Exploit,10.0
3306,0.64,4,1.0,0,0,0,21,4,MySQL Attack,3.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.52,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3306,0.3,4,1.0,0,0,0,21,4,MySQL Attack,3.0
80,0.76,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
5432,0.12,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
8443,0.29,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
5432,0.19,3,1.0,0,0,0,21,4,PostgreSQL Attack,6.0
8080,0.79,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.15,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
443,0.18,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
3389,0.01,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
8443,0.11,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
80,0.54,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
443,1.49,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
23,0.05,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
443,0.84,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
22,1.69,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3306,0.19,4,1.0,0,0,0,21,4,MySQL Attack,3.0
22,0.04,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
80,0.41,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
3306,0.13,4,1.0,0,0,0,21,4,MySQL Attack,3.0
22,0.08,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
5432,0.25,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
5432,0.05,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
8554,0.35,5,0.3,0,1,0,21,4,IoT Exploit,9.0
3389,0.05,3,1.0,0,0,1,21,4,RDP Brute Force,10.0
445,0.44,5,0.3,0,1,0,21,4,SMB Exploit,10.0
5432,0.74,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
6379,0.05,4,1.0,0,0,0,21,4,Redis Attack,3.0
984,189.59,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.3,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.08,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
80,0.53,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
139,0.29,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.06,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
23,0.05,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
80,0.39,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
6379,0.04,4,1.0,0,0,0,21,4,Redis Attack,3.0
22,0.85,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
21,0.07,4,1.0,0,0,0,21,4,FTP Attack,4.0
521,7.82,0,0.3,1,0,0,21,4,Port Scan,6.0
21,0.19,4,1.0,0,0,0,21,4,FTP Attack,4.0
428,115.56,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.01,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.12,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
8443,0.51,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
139,1.44,5,0.3,0,1,0,21,4,SMB Exploit,10.0
27017,0.24,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
306,9.15,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.5,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
53,440.36,2,0.3,0,0,0,21,4,DNS Amplification,3.0
21,0.06,4,1.0,0,0,0,21,4,FTP Attack,4.0
558,12.98,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,10.0
8080,0.31,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.14,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
22,0.22,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
3306,0.35,4,1.0,0,0,0,21,4,MySQL Attack,3.0
9000,0.02,5,0.3,0,1,0,21,4,IoT Exploit,9.0
6379,0.62,4,1.0,0,0,0,21,4,Redis Attack,3.0
227,1.73,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.3,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
23,0.15,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
8080,1.33,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
5432,1.44,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
80,0.16,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
356,2.77,0,0.3,1,0,0,21,4,Port Scan,6.0
5432,0.53,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
578,7.53,0,0.3,1,0,0,21,4,Port Scan,6.0
6379,0.72,4,1.0,0,0,0,21,4,Redis Attack,3.0
22,0.14,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
321,65.76,0,0.3,1,0,0,21,4,Port Scan,6.0
23,0.03,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.17,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
423,11.03,0,0.3,1,0,0,21,4,Port Scan,6.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
22,0.04,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
22,0.49,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
36,0.62,0,0.3,1,0,0,21,4,Port Scan,9.0
3389,0.03,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
139,0.06,5,0.3,0,1,0,21,4,SMB Exploit,10.0
5432,5.6,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
443,1.06,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
139,0.41,5,0.3,0,1,0,21,4,SMB Exploit,10.0
6379,0.31,4,1.0,0,0,0,21,4,Redis Attack,3.0
8080,0.12,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
139,0.45,5,0.3,0,1,0,21,4,SMB Exploit,10.0
826,43.27,0,0.3,1,0,0,21,4,Port Scan,6.0
443,0.06,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
432,72.0,0,0.3,1,0,0,21,4,Port Scan,6.0
22,0.07,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
6379,0.08,4,1.0,0,0,0,21,4,Redis Attack,3.0
21,0.26,4,1.0,0,0,0,21,4,FTP Attack,4.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
80,0.37,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
445,1.35,5,0.3,0,1,0,21,4,SMB Exploit,10.0
139,0.11,5,0.3,0,1,0,21,4,SMB Exploit,10.0
139,1.64,5,0.3,0,1,0,21,4,SMB Exploit,10.0
443,0.49,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
5432,0.1,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
23,0.01,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.57,8,1.0,0,0,1,21,4,SSH Brute Force,10.0
139,0.31,5,0.3,0,1,0,21,4,SMB Exploit,10.0
8443,0.52,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8443,6.38,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
570,30.5,0,0.3,1,0,0,21,4,Port Scan,6.0
139,1.29,5,0.3,0,1,0,21,4,SMB Exploit,10.0
22,0.16,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
6379,0.16,4,1.0,0,0,0,21,4,Redis Attack,3.0
23,0.06,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
5432,0.22,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
21,0.38,4,1.0,0,0,0,21,4,FTP Attack,4.0
8443,0.99,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
3306,0.07,4,1.0,0,0,0,21,4,MySQL Attack,3.0
21,0.13,4,1.0,0,0,0,21,4,FTP Attack,4.0
8080,0.08,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
391,37.5,0,0.3,1,0,0,21,4,Port Scan,9.0
445,0.39,5,0.3,0,1,0,21,4,SMB Exploit,10.0
3389,0.05,3,1.0,0,0,1,21,4,RDP Brute Force,8.0
3306,0.14,4,1.0,0,0,0,21,4,MySQL Attack,3.0
21,0.97,4,1.0,0,0,0,21,4,FTP Attack,4.0
139,0.17,5,0.3,0,1,0,21,4,SMB Exploit,10.0
139,0.82,5,0.3,0,1,0,21,4,SMB Exploit,10.0
6379,1.03,4,1.0,0,0,0,21,4,Redis Attack,3.0
8080,0.54,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
23,0.02,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
443,0.43,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8554,0.04,5,0.3,0,1,0,21,4,IoT Exploit,9.0
5432,0.42,3,1.0,0,0,0,21,4,PostgreSQL Attack,3.0
22,0.03,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
23,0.03,4,1.0,0,0,1,21,4,Telnet Brute Force,9.0
22,0.37,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
80,0.81,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
443,0.3,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.28,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
22,0.22,8,1.0,0,0,1,21,4,SSH Brute Force,8.0
27017,0.27,3,0.3,0,0,0,21,4,MongoDB Attack,3.0
80,1.17,6,1.0,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.32,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
8080,0.15,6,0.3,0,0,0,21,4,HTTP Web Scan,6.0
139,0.48,5,0.3,0,1,0,21,4,SMB Exploit,10.0
6379,0.07,4,1.0,0,0,0,21,4,Redis Attack,3.0
6379,0.05,4,1.0,0,0,0,21,4,Redis Attack,3.0
21,0.24,4,1.0,0,0,0,21,4,FTP Attack,4.0
221,24.13,0,0.3,1,0,0,21,4,Port Scan,6.0
53,2077.5,2,0.3,0,0,0,21,4,DNS Amplification,3.0
